sample_id,sample_stratum,dataset_name,dataset_family,canonical_question_key,question_index,meta_info,pna_year,pna_part,pna_question_number,ground_truth,difficulty,panel_item_accuracy,question_key,dataset_split,language,panel_original_difficulty,panel_original_accuracy,valid_options
pna_panel4_150_102,pna_medium,pna_all,pna,pna:2018:part_1A:3,2,,2018.0,part_1A,3.0,C,medium,0.4166666666666666,pna:2018:part_1A:3,eval,pt,medium,0.4166666666666666,"[""A"", ""B"", ""C"", ""D"", ""E""]"
pna_panel4_150_103,pna_medium,pna_all,pna,pna:2018:part_1A:36,33,,2018.0,part_1A,36.0,D,medium,0.75,pna:2018:part_1A:36,eval,pt,medium,0.75,"[""A"", ""B"", ""C"", ""D"", ""E""]"
pna_panel4_150_104,pna_medium,pna_all,pna,pna:2018:part_2A:109,103,,2018.0,part_2A,109.0,B,medium,0.75,pna:2018:part_2A:109,eval,pt,medium,0.75,"[""A"", ""B"", ""C"", ""D"", ""E""]"
pna_panel4_150_105,pna_medium,pna_all,pna,pna:2018:part_2A:143,136,,2018.0,part_2A,143.0,D,medium,0.6666666666666666,pna:2018:part_2A:143,eval,pt,medium,0.6666666666666666,"[""A"", ""B"", ""C"", ""D"", ""E""]"
pna_panel4_150_106,pna_medium,pna_all,pna,pna:2018:part_2A:84,80,,2018.0,part_2A,84.0,A,medium,0.6666666666666666,pna:2018:part_2A:84,eval,pt,medium,0.6666666666666666,"[""A"", ""B"", ""C"", ""D"", ""E""]"
pna_panel4_150_107,pna_medium,pna_all,pna,pna:2018:part_2A:94,89,,2018.0,part_2A,94.0,A,medium,0.75,pna:2018:part_2A:94,eval,pt,medium,0.75,"[""A"", ""B"", ""C"", ""D"", ""E""]"
pna_panel4_150_108,pna_medium,pna_all,pna,pna:2019:part_1A:25,164,,2019.0,part_1A,25.0,D,medium,0.75,pna:2019:part_1A:25,eval,pt,medium,0.75,"[""A"", ""B"", ""C"", ""D"", ""E""]"
pna_panel4_150_109,pna_medium,pna_all,pna,pna:2019:part_1A:45,183,,2019.0,part_1A,45.0,E,medium,0.5,pna:2019:part_1A:45,eval,pt,medium,0.5,"[""A"", ""B"", ""C"", ""D"", ""E""]"
pna_panel4_150_110,pna_medium,pna_all,pna,pna:2019:part_1A:48,186,,2019.0,part_1A,48.0,C,medium,0.75,pna:2019:part_1A:48,eval,pt,medium,0.75,"[""A"", ""B"", ""C"", ""D"", ""E""]"
pna_panel4_150_111,pna_medium,pna_all,pna,pna:2019:part_1A:54,192,,2019.0,part_1A,54.0,A,medium,0.7499999999999999,pna:2019:part_1A:54,eval,pt,medium,0.7499999999999999,"[""A"", ""B"", ""C"", ""D"", ""E""]"
pna_panel4_150_112,pna_medium,pna_all,pna,pna:2019:part_2A:102,238,,2019.0,part_2A,102.0,C,medium,0.5833333333333333,pna:2019:part_2A:102,eval,pt,medium,0.5833333333333333,"[""A"", ""B"", ""C"", ""D"", ""E""]"
pna_panel4_150_113,pna_medium,pna_all,pna,pna:2020:part_1A:21,301,,2020.0,part_1A,21.0,D,medium,0.6666666666666666,pna:2020:part_1A:21,eval,pt,medium,0.6666666666666666,"[""A"", ""B"", ""C"", ""D"", ""E""]"
pna_panel4_150_114,pna_medium,pna_all,pna,pna:2020:part_1A:30,309,,2020.0,part_1A,30.0,A,medium,0.75,pna:2020:part_1A:30,eval,pt,medium,0.75,"[""A"", ""B"", ""C"", ""D"", ""E""]"
pna_panel4_150_115,pna_medium,pna_all,pna,pna:2020:part_2A:130,400,,2020.0,part_2A,130.0,A,medium,0.75,pna:2020:part_2A:130,eval,pt,medium,0.75,"[""A"", ""B"", ""C"", ""D"", ""E""]"
pna_panel4_150_116,pna_medium,pna_all,pna,pna:2021:part_1A:26,445,,2021.0,part_1A,26.0,E,medium,0.75,pna:2021:part_1A:26,eval,pt,medium,0.75,"[""A"", ""B"", ""C"", ""D"", ""E""]"
pna_panel4_150_117,pna_medium,pna_all,pna,pna:2021:part_1A:4,423,,2021.0,part_1A,4.0,A,medium,0.6666666666666666,pna:2021:part_1A:4,eval,pt,medium,0.6666666666666666,"[""A"", ""B"", ""C"", ""D"", ""E""]"
pna_panel4_150_118,pna_medium,pna_all,pna,pna:2021:part_1A:44,462,,2021.0,part_1A,44.0,C,medium,0.5833333333333334,pna:2021:part_1A:44,eval,pt,medium,0.5833333333333334,"[""A"", ""B"", ""C"", ""D"", ""E""]"
pna_panel4_150_119,pna_medium,pna_all,pna,pna:2021:part_1A:57,474,,2021.0,part_1A,57.0,C,medium,0.5,pna:2021:part_1A:57,eval,pt,medium,0.5,"[""A"", ""B"", ""C"", ""D"", ""E""]"
pna_panel4_150_120,pna_medium,pna_all,pna,pna:2021:part_2A:105,518,,2021.0,part_2A,105.0,E,medium,0.4166666666666666,pna:2021:part_2A:105,eval,pt,medium,0.4166666666666666,"[""A"", ""B"", ""C"", ""D"", ""E""]"
pna_panel4_150_121,pna_medium,pna_all,pna,pna:2021:part_2A:118,530,,2021.0,part_2A,118.0,A,medium,0.75,pna:2021:part_2A:118,eval,pt,medium,0.75,"[""A"", ""B"", ""C"", ""D"", ""E""]"
pna_panel4_150_122,pna_medium,pna_all,pna,pna:2021:part_2A:145,557,,2021.0,part_2A,145.0,E,medium,0.5,pna:2021:part_2A:145,eval,pt,medium,0.5,"[""A"", ""B"", ""C"", ""D"", ""E""]"
pna_panel4_150_123,pna_medium,pna_all,pna,pna:2021:part_2A:82,498,,2021.0,part_2A,82.0,A,medium,0.5833333333333334,pna:2021:part_2A:82,eval,pt,medium,0.5833333333333334,"[""A"", ""B"", ""C"", ""D"", ""E""]"
pna_panel4_150_124,pna_medium,pna_all,pna,pna:2022:part_1A:15,575,,2022.0,part_1A,15.0,B,medium,0.4166666666666666,pna:2022:part_1A:15,eval,pt,medium,0.4166666666666666,"[""A"", ""B"", ""C"", ""D"", ""E""]"
pna_panel4_150_125,pna_medium,pna_all,pna,pna:2022:part_1A:18,578,,2022.0,part_1A,18.0,B,medium,0.5,pna:2022:part_1A:18,eval,pt,medium,0.5,"[""A"", ""B"", ""C"", ""D"", ""E""]"
pna_panel4_150_126,pna_medium,pna_all,pna,pna:2022:part_1A:25,585,,2022.0,part_1A,25.0,C,medium,0.5833333333333333,pna:2022:part_1A:25,eval,pt,medium,0.5833333333333333,"[""A"", ""B"", ""C"", ""D"", ""E""]"
pna_panel4_150_127,pna_medium,pna_all,pna,pna:2022:part_1A:29,589,,2022.0,part_1A,29.0,A,medium,0.75,pna:2022:part_1A:29,eval,pt,medium,0.75,"[""A"", ""B"", ""C"", ""D"", ""E""]"
pna_panel4_150_128,pna_medium,pna_all,pna,pna:2022:part_1A:33,592,,2022.0,part_1A,33.0,C,medium,0.4166666666666666,pna:2022:part_1A:33,eval,pt,medium,0.4166666666666666,"[""A"", ""B"", ""C"", ""D"", ""E""]"
pna_panel4_150_129,pna_medium,pna_all,pna,pna:2022:part_1A:46,604,,2022.0,part_1A,46.0,C,medium,0.75,pna:2022:part_1A:46,eval,pt,medium,0.75,"[""A"", ""B"", ""C"", ""D"", ""E""]"
pna_panel4_150_130,pna_medium,pna_all,pna,pna:2022:part_2A:129,686,,2022.0,part_2A,129.0,D,medium,0.5833333333333334,pna:2022:part_2A:129,eval,pt,medium,0.5833333333333334,"[""A"", ""B"", ""C"", ""D"", ""E""]"
pna_panel4_150_131,pna_medium,pna_all,pna,pna:2022:part_2A:79,636,,2022.0,part_2A,79.0,B,medium,0.4166666666666666,pna:2022:part_2A:79,eval,pt,medium,0.4166666666666666,"[""A"", ""B"", ""C"", ""D"", ""E""]"
pna_panel4_150_132,pna_medium,pna_all,pna,pna:2023:part_1A:11,715,,2023.0,part_1A,11.0,A,medium,0.75,pna:2023:part_1A:11,eval,pt,medium,0.75,"[""A"", ""B"", ""C"", ""D"", ""E""]"
pna_panel4_150_133,pna_medium,pna_all,pna,pna:2023:part_1A:5,710,,2023.0,part_1A,5.0,E,medium,0.5833333333333333,pna:2023:part_1A:5,eval,pt,medium,0.5833333333333333,"[""A"", ""B"", ""C"", ""D"", ""E""]"
pna_panel4_150_134,pna_medium,pna_all,pna,pna:2023:part_1A:50,754,,2023.0,part_1A,50.0,E,medium,0.75,pna:2023:part_1A:50,eval,pt,medium,0.75,"[""A"", ""B"", ""C"", ""D"", ""E""]"
pna_panel4_150_135,pna_medium,pna_all,pna,pna:2023:part_1A:55,759,,2023.0,part_1A,55.0,E,medium,0.5833333333333334,pna:2023:part_1A:55,eval,pt,medium,0.5833333333333334,"[""A"", ""B"", ""C"", ""D"", ""E""]"
pna_panel4_150_136,pna_medium,pna_all,pna,pna:2023:part_2A:103,805,,2023.0,part_2A,103.0,E,medium,0.75,pna:2023:part_2A:103,eval,pt,medium,0.75,"[""A"", ""B"", ""C"", ""D"", ""E""]"
pna_panel4_150_137,pna_medium,pna_all,pna,pna:2023:part_2A:105,807,,2023.0,part_2A,105.0,B,medium,0.75,pna:2023:part_2A:105,eval,pt,medium,0.75,"[""A"", ""B"", ""C"", ""D"", ""E""]"
pna_panel4_150_138,pna_medium,pna_all,pna,pna:2023:part_2A:90,793,,2023.0,part_2A,90.0,D,medium,0.75,pna:2023:part_2A:90,eval,pt,medium,0.75,"[""A"", ""B"", ""C"", ""D"", ""E""]"
pna_panel4_150_139,pna_medium,pna_all,pna,pna:2024:part_1A:11,860,,2024.0,part_1A,11.0,D,medium,0.5833333333333333,pna:2024:part_1A:11,eval,pt,medium,0.5833333333333333,"[""A"", ""B"", ""C"", ""D"", ""E""]"
pna_panel4_150_140,pna_medium,pna_all,pna,pna:2024:part_1A:35,883,,2024.0,part_1A,35.0,C,medium,0.5833333333333333,pna:2024:part_1A:35,eval,pt,medium,0.5833333333333333,"[""A"", ""B"", ""C"", ""D"", ""E""]"
pna_panel4_150_141,pna_medium,pna_all,pna,pna:2024:part_1A:58,906,,2024.0,part_1A,58.0,E,medium,0.75,pna:2024:part_1A:58,eval,pt,medium,0.75,"[""A"", ""B"", ""C"", ""D"", ""E""]"
pna_panel4_150_142,pna_medium,pna_all,pna,pna:2024:part_2A:119,960,,2024.0,part_2A,119.0,D,medium,0.5,pna:2024:part_2A:119,eval,pt,medium,0.5,"[""A"", ""B"", ""C"", ""D"", ""E""]"
pna_panel4_150_143,pna_medium,pna_all,pna,pna:2024:part_2A:97,941,,2024.0,part_2A,97.0,D,medium,0.75,pna:2024:part_2A:97,eval,pt,medium,0.75,"[""A"", ""B"", ""C"", ""D"", ""E""]"
pna_panel4_150_144,pna_medium,pna_all,pna,pna:2025:part_1A:10,1001,,2025.0,part_1A,10.0,D,medium,0.4166666666666666,pna:2025:part_1A:10,eval,pt,medium,0.4166666666666666,"[""A"", ""B"", ""C"", ""D"", ""E""]"
pna_panel4_150_145,pna_medium,pna_all,pna,pna:2025:part_1A:22,1013,,2025.0,part_1A,22.0,A,medium,0.4166666666666666,pna:2025:part_1A:22,eval,pt,medium,0.4166666666666666,"[""A"", ""B"", ""C"", ""D"", ""E""]"
pna_panel4_150_146,pna_medium,pna_all,pna,pna:2025:part_1A:35,1025,,2025.0,part_1A,35.0,A,medium,0.6666666666666666,pna:2025:part_1A:35,eval,pt,medium,0.6666666666666666,"[""A"", ""B"", ""C"", ""D"", ""E""]"
pna_panel4_150_147,pna_medium,pna_all,pna,pna:2025:part_1A:60,1049,,2025.0,part_1A,60.0,A,medium,0.7499999999999999,pna:2025:part_1A:60,eval,pt,medium,0.7499999999999999,"[""A"", ""B"", ""C"", ""D"", ""E""]"
pna_panel4_150_148,pna_medium,pna_all,pna,pna:2025:part_2A:107,1090,,2025.0,part_2A,107.0,D,medium,0.5833333333333333,pna:2025:part_2A:107,eval,pt,medium,0.5833333333333333,"[""A"", ""B"", ""C"", ""D"", ""E""]"
pna_panel4_150_149,pna_medium,pna_all,pna,pna:2025:part_2A:113,1096,,2025.0,part_2A,113.0,E,medium,0.75,pna:2025:part_2A:113,eval,pt,medium,0.75,"[""A"", ""B"", ""C"", ""D"", ""E""]"
pna_panel4_150_150,pna_medium,pna_all,pna,pna:2025:part_2A:85,1069,,2025.0,part_2A,85.0,C,medium,0.6666666666666666,pna:2025:part_2A:85,eval,pt,medium,0.6666666666666666,"[""A"", ""B"", ""C"", ""D"", ""E""]"
